,Date,Team,Acquired,Relinquished,Notes,Duration,Year,Season
2488,2014-01-20,Heat,2014-01-26,Dwyane Wade,placed on IL with sore knees,6.0,2014,regular
2489,2014-01-20,Nets,season,Tornike Shengelia,placed on IL,100.0,2014,regular
2490,2014-01-20,Rockets,2014-02-07,Omer Asik,placed on IL with bruised right thigh,18.0,2014,regular
2491,2014-01-21,Jazz,2014-01-25,Derrick Favors,placed on IL with hip injury,4.0,2014,regular
2492,2014-01-22,Bulls,2014-01-29,Kirk Hinrich,placed on IL with right hamstring injury,7.0,2014,regular
2493,2014-01-22,Celtics,2014-01-28,Jerryd Bayless,placed on IL,6.0,2014,regular
2494,2014-01-22,Clippers,season,Willie Green,placed on IL,100.0,2014,regular
2495,2014-01-22,Knicks,2014-01-28,Kenyon Martin,placed on IL with sprained left ankle,6.0,2014,regular
2496,2014-01-22,Mavericks,2014-01-24,Dirk Nowitzki,placed on IL for rest,2.0,2014,regular
2497,2014-01-22,Pacers,2014-01-24,Orlando Johnson,placed on IL,2.0,2014,regular
2498,2014-01-22,Rockets,2014-03-05,Isaiah Canaan,placed on IL,42.0,2014,regular
2499,2014-01-24,Celtics,2014-01-31,Avery Bradley,placed on IL,7.0,2014,regular
2500,2014-01-24,Clippers,season,Willie Green,placed on IL (P),100.0,2014,regular
2501,2014-01-24,Kings,2014-02-01,DeMarcus Cousins,placed on IL with ankle injury,8.0,2014,regular
2502,2014-01-24,Kings,2014-01-29,Rudy Gay,placed on IL with Achilles injury,5.0,2014,regular
2503,2014-01-24,Knicks,season,Andrea Bargnani,placed on IL with torn ligament in left elbow (out for season),100.0,2014,regular
2504,2014-01-24,Mavericks,2014-01-31,Ricky Ledo,placed on IL,7.0,2014,regular
2505,2014-01-24,Pacers,2014-02-07,Solomon Hill,placed on IL,14.0,2014,regular
2506,2014-01-24,Spurs,2014-02-26,Kawhi Leonard,placed on IL with fractured right hand,33.0,2014,regular
2507,2014-01-24,Suns,2014-02-01,Archie Goodwin,placed on IL,8.0,2014,regular
2508,2014-01-24,Timberwolves,2014-01-25,Gorgui Dieng,placed on IL,1.0,2014,regular
2509,2014-01-25,Hawks,2014-03-02,Pero Antic,placed on IL with stress fracture in right ankle,36.0,2014,regular
2510,2014-01-25,Jazz,2014-01-31,Ian Clark,placed on IL,6.0,2014,regular
2511,2014-01-25,Timberwolves,2014-01-27,Shabazz Muhammad,placed on IL,2.0,2014,regular
2512,2014-01-26,Heat,2014-02-11,James Jones (b),placed on IL,16.0,2014,regular
2513,2014-01-27,Timberwolves,2014-01-29,A.J. Price,placed on IL,2.0,2014,regular
2514,2014-01-27,Thunder,2014-02-03,Andre Roberson,placed on IL,7.0,2014,regular
2515,2014-01-28,Cavaliers,2014-02-01,Anderson Varejao,placed on IL with bruised left knee,4.0,2014,regular
2516,2014-01-28,Knicks,2014-02-01,Amare Stoudemire / Amar'e Stoudemire,placed on IL with sprained left ankle,4.0,2014,regular
2517,2014-01-29,Heat,season,Roger Mason Jr.,placed on IL,100.0,2014,regular
2518,2014-01-29,Raptors,2014-01-31,DeMar DeRozan,placed on IL with sprained left ankle/foot,2.0,2014,regular
2519,2014-01-29,Spurs,2014-02-18,Emanuel Ginobili / Manu Ginobili,placed on IL with strained left hamstring,20.0,2014,regular
2520,2014-01-29,Timberwolves,2014-03-01,Nikola Pekovic,placed on IL with bursitis in right ankle,31.0,2014,regular
2521,2014-01-31,Jazz,2014-02-07,Derrick Favors,placed on IL with strained hip,7.0,2014,regular
2522,2014-01-31,Jazz,2014-02-01,Marvin Williams,placed on IL with sore right Achilles / heel,1.0,2014,regular
2523,2014-01-31,Mavericks,2014-02-05,Shawn Marion,placed on IL with bruised right shoulder,5.0,2014,regular
2524,2014-01-31,Raptors,2014-02-01,Dwight Buycks,placed on IL,1.0,2014,regular
2525,2014-02-01,Bucks,2014-02-05,John Henson,placed on IL with sprained right wrist,4.0,2014,regular
2526,2014-02-01,Cavaliers,2014-02-12,Sergey Karasev,placed on IL,11.0,2014,regular
2527,2014-02-01,Grizzlies,2014-02-18,Mike Conley Jr.,placed on IL with sprained right ankle,17.0,2014,regular
2528,2014-02-01,Jazz,2014-02-07,Jeremy Evans,placed on IL with bruised tailbone,6.0,2014,regular
2530,2014-02-01,Knicks,2014-02-03,Iman Shumpert,placed on IL with sprained right shoulder,2.0,2014,regular
2531,2014-02-01,Pistons,2014-02-18,Tony Mitchell (b),placed on IL,17.0,2014,regular
2533,2014-02-03,Clippers,2014-02-05,Byron Mullens / B.J. Mullens,placed on IL,2.0,2014,regular
2534,2014-02-03,Knicks,season,Kenyon Martin,placed on IL with ankle injury (out for season),100.0,2014,regular
2535,2014-02-03,Mavericks,season,Ricky Ledo,placed on IL,100.0,2014,regular
2536,2014-02-03,Raptors,2014-02-05,Austin Daye,placed on IL (P),2.0,2014,regular
2537,2014-02-04,Lakers,2014-03-03,Xavier Henry,placed on IL with bone bruise in right knee,27.0,2014,regular
2538,2014-02-04,Warriors,2014-02-06,Ognjen Kuzmic / Ognen Kuzmic,placed on IL,2.0,2014,regular
2539,2014-02-05,Bucks,2014-02-18,Caron Butler,placed on IL with ankle injury,13.0,2014,regular
2540,2014-02-05,Celtics,2014-02-19,Vitor Faverani,placed on IL with knee injury,14.0,2014,regular
2541,2014-02-05,Clippers,2014-04-03,J.J. Redick,placed on IL with back injury,57.0,2014,regular
2542,2014-02-05,Pelicans,season,Jrue Holiday,placed on IL with stress fracture in right ankle/tibia (out for season),100.0,2014,regular
2543,2014-02-05,Raptors,2014-02-10,Dwight Buycks,placed on IL,5.0,2014,regular
2544,2014-02-05,Suns,2014-02-21,Archie Goodwin,placed on IL,16.0,2014,regular
2545,2014-02-05,Wizards,2014-02-25,Glen Rice Jr.,placed on IL,20.0,2014,regular
2546,2014-02-06,Spurs,2014-02-08,(William) Tony Parker,placed on IL with sore lower back,2.0,2014,regular
2547,2014-02-06,Warriors,2014-02-24,Andrew Bogut,placed on IL with sore shoulder,18.0,2014,regular
2548,2014-02-06,Warriors,2014-02-10,David Lee,placed on IL with sore shoulder,4.0,2014,regular
2549,2014-02-07,Jazz,2014-03-08,Ian Clark,placed on IL,29.0,2014,regular
2550,2014-02-07,Jazz,2014-02-19,Malcolm Thomas (b),placed on IL,12.0,2014,regular
2551,2014-02-07,Kings,2014-02-09,Marcus Thornton (T.),placed on IL with hip injury,2.0,2014,regular
2553,2014-02-07,Pacers,2014-02-18,Orlando Johnson,placed on IL,11.0,2014,regular
2554,2014-02-07,Pistons,2014-02-21,Josh Harrellson,placed on IL,14.0,2014,regular
2555,2014-02-07,Thunder,2014-02-13,Andre Roberson,placed on IL,6.0,2014,regular
2556,2014-02-08,Rockets,2014-02-10,Robert Covington,placed on IL,2.0,2014,regular
2557,2014-02-08,Timberwolves,2014-03-01,Kevin Martin,placed on IL with fractured left thumb,21.0,2014,regular
2558,2014-02-09,76ers,2014-03-15,Brandon Davies,placed on IL with fractured right pinky finger,34.0,2014,regular
2559,2014-02-09,Clippers,2014-02-12,Byron Mullens / B.J. Mullens,placed on IL,3.0,2014,regular
2560,2014-02-10,Raptors,2014-02-18,Amir Johnson,placed on IL with ankle injury,8.0,2014,regular
2561,2014-02-10,Rockets,2014-02-19,Greg Smith (a),placed on IL with sore right knee,9.0,2014,regular
2562,2014-02-10,Warriors,2014-02-19,Jermaine O'Neal,placed on IL with sore right wrist (P) / back injury (CBC),9.0,2014,regular
2563,2014-02-11,Heat,2014-02-12,Dwyane Wade,placed on IL with migraine headache,1.0,2014,regular
2564,2014-02-12,Blazers,2014-04-13,Joel Freeland,placed on IL wiwth sprained MCL in right knee,60.0,2014,regular
2565,2014-02-12,Cavaliers,2014-02-18,Anderson Varejao,placed on IL with sore back,6.0,2014,regular
2566,2014-02-12,Clippers,2014-02-18,Willie Green,placed on IL with hip injury (P),6.0,2014,regular
2567,2014-02-12,Heat,2014-02-23,James Jones (b),placed on IL,11.0,2014,regular
2569,2014-02-18,Pacers,2014-03-07,Solomon Hill,placed on IL,17.0,2014,regular
2570,2014-02-18,Pistons,2014-03-01,Charlie Villanueva,placed on IL,11.0,2014,regular
2571,2014-02-18,Pistons,season,Chauncey Billups,placed on IL with left knee injury (out for season),100.0,2014,regular
2572,2014-02-18,Raptors,season,Austin Daye,placed on IL,100.0,2014,regular
2573,2014-02-18,Raptors,2014-03-09,Dwight Buycks,placed on IL,19.0,2014,regular
2574,2014-02-18,Spurs,2014-03-02,(William) Tony Parker,placed on IL with sore back,12.0,2014,regular
2575,2014-02-18,Cavaliers,2014-02-23,Sergey Karasev,placed on IL,5.0,2014,regular
2576,2014-02-19,Blazers,2014-03-01,Meyers Leonard,placed on IL with sprained left ankle,10.0,2014,regular
2577,2014-02-19,Celtics,2014-03-09,Avery Bradley,placed on IL with sore right ankle,18.0,2014,regular
2578,2014-02-19,Jazz,2014-02-24,Derrick Favors,placed on IL with sprained right hip,5.0,2014,regular
2579,2014-02-19,Kings,2014-02-21,DeMarcus Cousins,placed on IL with strained left hip flexor,2.0,2014,regular
2580,2014-02-19,Pelicans,season,Jason Smith,placed on IL with right knee injury,100.0,2014,regular
2581,2014-02-19,Rockets,2014-04-11,Robert Covington,placed on IL,51.0,2014,regular
2582,2014-02-21,Knicks,2014-03-02,Iman Shumpert,placed on IL with sprained MCL in knee,9.0,2014,regular
2583,2014-02-21,Pistons,2014-02-26,Tony Mitchell (b),placed on IL,5.0,2014,regular
2585,2014-02-23,Cavaliers,2014-03-08,Anderson Varejao,placed on IL with sore back,13.0,2014,regular
2586,2014-02-23,Heat,2014-02-27,LeBron James,placed on IL with fractured nose,4.0,2014,regular
2587,2014-02-23,Raptors,2014-03-02,Julyan Stone,placed on IL,7.0,2014,regular
2588,2014-02-23,Thunder,2014-04-03,Kendrick Perkins,placed on IL with left groin injury,39.0,2014,regular
2589,2014-02-24,Jazz,2014-03-05,Malcolm Thomas (b),placed on IL,9.0,2014,regular
2591,2014-02-24,Warriors,2014-03-18,Ognjen Kuzmic / Ognen Kuzmic,placed on IL,22.0,2014,regular
2592,2014-02-25,Magic,2014-03-05,Arron Afflalo,placed on IL with sprained right ankle,8.0,2014,regular
2593,2014-02-25,Wizards,2014-04-09,Nene / Nene Hilario / Maybyner Hilario,placed on IL with left knee injury,43.0,2014,regular
2594,2014-02-27,Wizards,season,Glen Rice Jr.,placed on IL,100.0,2014,regular
2595,2014-02-28,Grizzlies,2014-04-06,Jamaal Franklin,placed on IL,37.0,2014,regular
2596,2014-02-28,Kings,season,Carl Landry,placed on IL with torn medial meniscus in right knee (out for season),100.0,2014,regular
2597,2014-03-01,Blazers,2014-03-07,Thomas Robinson,placed on IL with strained patella in left knee,6.0,2014,regular
2598,2014-03-01,Clippers,2014-03-04,Danny Granger,placed on IL,3.0,2014,regular
2599,2014-03-01,Heat,2014-03-03,DeAndre Liggins,placed on IL,2.0,2014,regular
2600,2014-03-01,Heat,2014-03-18,James Jones (b),placed on IL,17.0,2014,regular
2601,2014-03-01,Pistons,2014-04-04,Josh Harrellson,placed on IL with knee injury,34.0,2014,regular
2602,2014-03-01,Timberwolves,2014-03-09,Robbie Hummel,placed on IL,8.0,2014,regular
2603,2014-03-02,Raptors,2014-03-07,Terrence Ross,placed on IL with sprained left ankle,5.0,2014,regular
2604,2014-03-02,Spurs,2014-03-06,Austin Daye,placed on IL,4.0,2014,regular
2605,2014-03-02,Thunder,season,Thabo Sefolosha,placed on IL with strained left calf (CBC),100.0,2014,regular
2606,2014-03-03,Heat,2014-03-04,Dwyane Wade,placed on IL with sore knees,1.0,2014,regular
2607,2014-03-03,Lakers,2014-03-21,Steve Nash,placed on IL with nerve root irritation,18.0,2014,regular
2608,2014-03-03,Timberwolves,2014-04-02,Ronny Turiaf,placed on IL with bone bruise in right knee,30.0,2014,regular
2609,2014-03-04,Heat,2014-03-06,Greg Oden,placed on IL,2.0,2014,regular
2610,2014-03-05,Jazz,2014-03-14,Andris Biedrins,placed on IL,9.0,2014,regular
2613,2014-03-05,Wizards,2014-03-14,Kevin Seraphin,placed on IL with sore right knee,9.0,2014,regular
2614,2014-03-06,Heat,2014-03-10,DeAndre Liggins,placed on IL,4.0,2014,regular
2615,2014-03-06,Spurs,2014-03-08,Jeff Ayres / Jeff Pendergraph,placed on IL with finger injury,2.0,2014,regular
2616,2014-03-06,Suns,season,Leandro Barbosa,placed on IL with sprained left big toe / fractured left hand (CBC) (out for season),100.0,2014,regular
2617,2014-03-07,Blazers,2014-03-16,Allen Crabbe,placed on IL,9.0,2014,regular
2619,2014-03-07,Pacers,2014-03-14,C.J. Watson,placed on IL with right elbow injury,7.0,2014,regular
2620,2014-03-07,Raptors,2014-03-14,Julyan Stone,placed on IL,7.0,2014,regular
2621,2014-03-07,Warriors,2014-03-11,Nemanja Nedovic,placed on IL,4.0,2014,regular
2622,2014-03-08,Cavaliers,2014-03-18,Sergey Karasev,placed on IL,10.0,2014,regular
2623,2014-03-08,Jazz,2014-03-12,Malcolm Thomas (b),placed on IL,4.0,2014,regular
2624,2014-03-08,Magic,2014-03-10,Victor Oladipo,placed on IL with sore left ankle,2.0,2014,regular
2625,2014-03-08,Spurs,2014-03-22,Austin Daye,placed on IL,14.0,2014,regular
2627,2014-03-09,Raptors,2014-03-31,Patrick Patterson,placed on IL with sprained right elbow,22.0,2014,regular
2628,2014-03-09,Timberwolves,2014-04-03,A.J. Price,placed on IL with appendectomy,25.0,2014,regular
2629,2014-03-10,Heat,season,Greg Oden,placed on IL,100.0,2014,regular
2630,2014-03-10,Magic,season,Adonis Thomas,placed on IL,100.0,2014,regular
2631,2014-03-10,Nets,2014-03-15,Andrei Kirilenko,placed on IL with sprained right ankle,5.0,2014,regular
2632,2014-03-11,Mavericks,2014-03-16,Jae Crowder,placed on IL with strained abdominal muscle,5.0,2014,regular
2633,2014-03-11,Pacers,2014-03-14,Ian Mahinmi,placed on IL with bruised left hip,3.0,2014,regular
2634,2014-03-12,Jazz,2014-03-16,John Lucas III,placed on IL with ankle injury,4.0,2014,regular
2635,2014-03-12,Magic,season,Adonis Thomas,placed on IL (P),100.0,2014,regular
2636,2014-03-14,Jazz,2014-03-16,Marvin Williams,placed on IL with strained back,2.0,2014,regular
2637,2014-03-14,Pacers,2014-03-15,Andrew Bynum,placed on IL with knee injury,1.0,2014,regular
2638,2014-03-14,Raptors,2014-03-19,Dwight Buycks,placed on IL,5.0,2014,regular
2639,2014-03-14,Heat,2014-03-19,Justin Hamilton (b),placed on IL,5.0,2014,regular
2640,2014-03-15,76ers,season,Arnett Moultrie,placed on IL,100.0,2014,regular
2641,2014-03-15,Nets,2014-04-05,Kevin Garnett,placed on IL with back spasms,21.0,2014,regular
2642,2014-03-15,Pacers,2014-04-09,C.J. Watson,placed on IL with strained right hamstring / elbow injury (CBC),25.0,2014,regular
2643,2014-03-16,Blazers,2014-03-27,LaMarcus Aldridge,placed on IL with bruised lower back,11.0,2014,regular
2644,2014-03-16,Jazz,2014-04-05,Andris Biedrins,placed on IL with left shoulder injury,20.0,2014,regular
2645,2014-03-16,Jazz,2014-03-22,Malcolm Thomas (b),placed on IL,6.0,2014,regular
2646,2014-03-16,Mavericks,season,Gal Mekel,placed on IL,100.0,2014,regular
2647,2014-03-17,Pacers,season,Andrew Bynum,placed on IL with knee injury (out for season),100.0,2014,regular
2648,2014-03-18,Cavaliers,2014-04-02,Kyrie Irving,placed on IL with strained left bicep,15.0,2014,regular
2649,2014-03-18,Heat,2014-03-19,Dwyane Wade,placed on IL for rest,1.0,2014,regular
2650,2014-03-18,Warriors,2014-03-28,Andre Iguodala,placed on IL with right knee injury,10.0,2014,regular
2651,2014-03-18,Warriors,2014-03-20,Andrew Bogut,placed on IL with ankle inflammation (CBC) / knee injury (P),2.0,2014,regular
2652,2014-03-19,Heat,2014-03-24,Greg Oden,placed on IL (P),5.0,2014,regular
2653,2014-03-19,Heat,2014-03-21,LeBron James,placed on IL with back spasms,2.0,2014,regular
2654,2014-03-19,Raptors,2014-03-21,Jonas Valanciunas,placed on IL with back injury,2.0,2014,regular
2655,2014-03-20,Warriors,2014-04-14,Nemanja Nedovic,placed on IL,25.0,2014,regular
2656,2014-03-21,Heat,2014-03-28,Justin Hamilton (b),placed on IL,7.0,2014,regular
2657,2014-03-21,Lakers,2014-04-06,Jordan Farmar,placed on IL with strained right groin,16.0,2014,regular
2658,2014-03-21,Raptors,2014-04-02,Julyan Stone,placed on IL,12.0,2014,regular
2659,2014-03-22,Heat,2014-03-28,Dwyane Wade,placed on IL,6.0,2014,regular
2660,2014-03-22,Jazz,2014-03-30,Alec Burks,placed on IL with right ankle injury,8.0,2014,regular
2661,2014-03-22,Spurs,2014-03-24,Tim Duncan,placed on IL for rest,2.0,2014,regular
2662,2014-03-24,Spurs,2014-04-06,Matt Bonner,placed on IL with strained right calf,13.0,2014,regular
2663,2014-03-28,Heat,2014-04-14,Greg Oden,placed on IL with back spasms (out for season),17.0,2014,regular
2664,2014-03-28,Heat,2014-04-02,Ray Allen,placed on IL with stomach virus,5.0,2014,regular
2665,2014-03-28,Warriors,2014-04-14,Ognjen Kuzmic / Ognen Kuzmic,placed on IL,17.0,2014,regular
2666,2014-03-30,Jazz,2014-04-04,Malcolm Thomas (b),placed on IL,5.0,2014,regular
2667,2014-03-31,Raptors,2014-04-04,Dwight Buycks,placed on IL,4.0,2014,regular
2668,2014-04-02,Heat,2014-04-12,Dwyane Wade,placed on IL with strained left hamstring,10.0,2014,regular
2669,2014-04-02,Raptors,2014-04-09,Kyle Lowry,placed on IL with sore left knee,7.0,2014,regular
2670,2014-04-02,Timberwolves,season,Nikola Pekovic,placed on IL with sore right ankle,100.0,2014,regular
2671,2014-04-03,Clippers,season,Danny Granger,placed on IL with strained left hamstring,100.0,2014,regular
2672,2014-04-03,Spurs,2014-04-10,Aron Baynes,placed on IL with rib injury,7.0,2014,regular
2673,2014-04-03,Thunder,2014-04-04,Reggie Williams,placed on IL,1.0,2014,regular
2674,2014-04-04,Cavaliers,2014-04-11,C.J. Miles,placed on IL with sprained left ankle (out for season),7.0,2014,regular
2675,2014-04-04,Cavaliers,season,Will Bynum,placed on IL with foot injury (out for season),100.0,2014,regular
2677,2014-04-04,Raptors,2014-04-11,Amir Johnson,placed on IL with right ankle injury,7.0,2014,regular
2678,2014-04-04,Thunder,2014-04-08,Thabo Sefolosha,placed on IL with strained left calf (P),4.0,2014,regular
2679,2014-04-04,Timberwolves,2014-04-05,Dante Cunningham,placed on IL with legal issues,1.0,2014,regular
2680,2014-04-05,Nets,2014-04-08,Marquis Teague,placed on IL,3.0,2014,regular
2681,2014-04-06,Grizzlies,2014-04-13,Tayshaun Prince,placed on IL with sprained left ankle,7.0,2014,regular
2682,2014-04-06,Jazz,2014-04-16,Erik Murphy,placed on IL,10.0,2014,regular
2683,2014-04-06,Jazz,2014-04-11,Malcolm Thomas (b),placed on IL,5.0,2014,regular
2684,2014-04-06,Lakers,season,Xavier Henry,placed on IL with left wrist injury,100.0,2014,regular
2685,2014-04-06,Spurs,2014-04-08,Damion James,placed on IL,2.0,2014,regular
2686,2014-04-06,Thunder,season,Reggie Williams,placed on IL,100.0,2014,regular
2687,2014-04-08,Nets,2014-04-09,Kevin Garnett,placed on IL with back injury,1.0,2014,regular
2688,2014-04-08,Spurs,2014-04-11,(William) Tony Parker,placed on IL with back spasms,3.0,2014,regular
2689,2014-04-08,Timberwolves,season,Shabazz Muhammad,placed on IL with sprained MCL in right knee (out for season),100.0,2014,regular
2690,2014-04-09,Blazers,2014-04-16,Allen Crabbe,placed on IL,7.0,2014,regular
2691,2014-04-09,Blazers,2014-04-11,Maurice Williams / Mo Williams,placed on IL with knee injury,2.0,2014,regular
2692,2014-04-09,Bucks,season,Ersan Ilyasova,placed on IL with right ankle injury (out for season),100.0,2014,regular
2693,2014-04-09,Bucks,season,Nate Wolters,placed on IL with fractured left hand (out for season),100.0,2014,regular
2695,2014-04-09,Pacers,2014-04-11,Roy Hibbert,placed on IL,2.0,2014,regular
2696,2014-04-09,Raptors,2014-04-11,Julyan Stone,placed on IL,2.0,2014,regular
2697,2014-04-09,Rockets,2014-04-12,Dwight Howard,placed on IL with sprained left ankle,3.0,2014,regular
2698,2014-04-09,Thunder,2014-04-14,Andre Roberson,placed on IL,5.0,2014,regular
2699,2014-04-09,Thunder,season,Grant Jerrett,placed on IL,100.0,2014,regular
2700,2014-04-09,Wizards,2014-04-12,Chris Singleton,placed on IL,3.0,2014,regular
2701,2014-04-10,Spurs,2014-04-11,Damion James,placed on IL,1.0,2014,regular
2702,2014-04-11,Cavaliers,season,Scotty Hopson,placed on IL,100.0,2014,regular
2703,2014-04-11,Cavaliers,season,Sergey Karasev,placed on IL,100.0,2014,regular
2704,2014-04-11,Jazz,season,Marvin Williams,placed on IL with knee injury,100.0,2014,regular
2705,2014-04-11,Nets,2014-04-13,Deron Williams,placed on IL with knee injury,2.0,2014,regular
2706,2014-04-11,Pacers,2014-04-16,Solomon Hill,placed on IL,5.0,2014,regular
2707,2014-04-11,Pelicans,season,Jason Smith,placed on IL with right knee injury,100.0,2014,regular
2708,2014-04-11,Raptors,2014-04-13,Dwight Buycks,placed on IL,2.0,2014,regular
2709,2014-04-11,Raptors,season,Landry Fields,placed on IL with respiratory ailment,100.0,2014,regular
2710,2014-04-11,Rockets,2014-04-12,Dexter Pittman,placed on IL,1.0,2014,regular
2711,2014-04-12,Heat,2014-04-14,Justin Hamilton (b),placed on IL,2.0,2014,regular
2712,2014-04-12,Rockets,2014-04-14,Francisco Garcia,placed on IL with back injury,2.0,2014,regular
2713,2014-04-12,Wizards,2014-04-14,Nene / Nene Hilario / Maybyner Hilario,placed on IL with knee injury,2.0,2014,regular
